emotion,confidence,reasoning,text,batch_id,index,emotion_target,score,primary_matches,secondary_matches
hope,0.9,"The text indicates that investors are hopeful that coronavirus cases have peaked, suggesting an aspiration for positive outcomes in the market, despite some underlying uncertainty.","Dow adds over 1,600 points as investors hope coronavirus cases have peaked https://t.co/fXwSUpuj54",,19,hope,3,1,0
uncertainty,0.9,"The text highlights concerns about valuation and the need for investors to reassess the situation, indicating doubt about the market direction and MSFT's valuation.","We cautioned investors to be wary about joining MSFT's summer rally on valuation concerns. Accordingly, it has reversed to re-test its June lows. The company remains confident about its execution through a recession, given its secular growth drivers. Therefore, investors need to ask themselves whether its valuation makes sense now.",,20,hope,3,1,0
hope,0.9,"The text indicates a positive reaction to a report that has sparked hopes for a trade deal, suggesting an aspiration for positive outcomes despite some uncertainty.",Wall Street opens higher as report sparks trade deal hopes,,21,hope,3,1,0
hope,0.9,"The text indicates a positive reaction to a report that has sparked hopes for a trade deal, suggesting an aspiration for positive outcomes despite some uncertainty.",Wall Street opens higher as report sparks trade deal hopes,,21,hope,3,1,0
hope,0.8,"The text expresses a wish for positive outcomes from the conference call, despite the numbers being only 'good' and not 'great', indicating some doubt but overall a hopeful outlook.","Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",,22,hope,3,1,0
hope,0.8,"The text expresses a wish for positive outcomes from the conference call, despite the numbers being only 'good' and not 'great', indicating some doubt but overall a hopeful outlook.","Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",,22,hope,3,1,0
hope,0.8,"The text expresses a wish for positive outcomes from the conference call, despite the numbers being only 'good' and not 'great', indicating some doubt but overall a hopeful outlook.","Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",,22,hope,3,1,0
hope,0.8,"The text expresses a wish for positive outcomes from the conference call, despite the numbers being only 'good' and not 'great', indicating some doubt but overall a hopeful outlook.","Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",,22,hope,3,1,0
hope,0.9,"Despite the initial negative news of missed earnings, the text emphasizes the solid forward guidance and the potential of Microsoft's core businesses to overcome challenges, which aligns with the emotion of hope.","Microsoft's F4Q revenue and earnings miss amplifies how even the biggest and most resilient business cannot fully escape from the grip of a global economic downturn. Yet, the provision of a solid forward guidance for FY'23 yesterday reinforces investors' hopes that Microsoft's recession-proof cloud-computing and critical enterprise software businesses can overcome the near-term headwinds.",,23,hope,3,1,0
fear,0.9,"The text describes a situation where NVIDIA shares are trading lower due to worse-than-expected CPI data, indicating intense worry about inflation and its impact on the market.",NVIDIA Corp (NASDAQ: NVDA) shares are trading lower Monday alongside several companies in the broader technology sector amid overall weakness as stocks continue to sell off following worse-than-expected May CPI data. Inflation accelerated again in May as the headline CPI.,,24,hope,3,1,0
hope,0.9,"The text indicates an aspiration for positive outcomes due to a report that has sparked hopes for a trade deal, suggesting a wishful but uncertain outlook.",Wall Street opens higher as report sparks trade deal hopes,,25,hope,3,1,0
hope,0.9,"The text indicates an aspiration for positive outcomes due to a report that has sparked hopes for a trade deal, suggesting a wishful but uncertain outlook.",Wall Street opens higher as report sparks trade deal hopes,,25,hope,3,1,0
hope,0.75,"The text suggests a diminishing aspiration for a positive outcome regarding a global carbon market deal, indicating that hope is the primary emotion, albeit with some doubt.",Hopes Dim for Broad Deal on Global Carbon Market at UN Talks,,26,hope,3,1,0
hope,0.9,"The text highlights a significant gain in share price and mentions shareholders' aspirations for further increases, indicating a hopeful outlook with some uncertainty about future performance.",The REX American Resources (NYSE:REX) Share Price Has Gained 27% And Shareholders Are Hoping For More,,27,hope,3,1,0
hope,0.9,"The text expresses a desire for financial support from the government, indicating an aspiration for a positive outcome, which aligns with the emotion of hope.",The shipyard hopes the regional government in Andalusia can offer its some form of financial support .,,28,hope,3,1,0
hope,0.9,"The text expresses a desire for Intel to improve its position relative to competitors, indicating aspiration for positive outcomes with some uncertainty.",Intel hopes to catch up to TSMC and Samsung in terms of the latest generation of chip manufacturing technology.,,29,hope,3,1,0
hope,0.9,"The text indicates a positive shift in sentiment due to a report on China trade talks, suggesting an aspiration for positive outcomes despite earlier losses.",Oil lower but trims early loss as report on China trade talks sparks fresh hope https://t.co/t6v2CMBAze,,30,hope,3,1,0
hope,0.9,"The text highlights an increase in grain futures driven by hopes of positive trade developments between the U.S. and China, indicating an aspirational outlook with some uncertainty.",Grain Futures Rise on U.S.-China Trade Hopes  #Stock #MarketScreener https://t.co/RGHc4FOFhO https://t.co/H8l70569iI,,31,hope,3,1,0
hope,0.9,"The text highlights an increase in grain futures driven by hopes of positive trade developments between the U.S. and China, indicating an aspirational outlook with some uncertainty.",Grain Futures Rise on U.S.-China Trade Hopes  #Stock #MarketScreener https://t.co/RGHc4FOFhO https://t.co/H8l70569iI,,31,hope,3,1,0
excitement,0.9,"The text highlights significant short-term gains and potential upside, which conveys a high energy positive emotion about opportunities or gains.",Two sample Breakout Stocks for Week 1 with better than 10% short-term upside potential and a Dow stock pick. This past week 1 stock beat 10% peak gains with AEHR +27.2% and METC +8.6% with Momentum Gauge® values still negative.,,32,hope,3,1,0
hope,0.8,"The text reflects a wish for positive outcomes from the conference call, despite the numbers being only 'good'. This indicates hope, as there is an aspiration for confidence to be instilled.","Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",,33,hope,3,1,0
hope,0.8,"The text reflects a wish for positive outcomes from the conference call, despite the numbers being only 'good'. This indicates hope, as there is an aspiration for confidence to be instilled.","Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",,33,hope,3,1,0
hope,0.8,"The text reflects a wish for positive outcomes from the conference call, despite the numbers being only 'good'. This indicates hope, as there is an aspiration for confidence to be instilled.","Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",,33,hope,3,1,0
hope,0.8,"The text reflects a wish for positive outcomes from the conference call, despite the numbers being only 'good'. This indicates hope, as there is an aspiration for confidence to be instilled.","Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",,33,hope,3,1,0
hope,0.9,"The text expresses a wish for a positive outcome regarding the volatility in $AAPL, indicating hope with some uncertainty about the resolution.",volatility squeeze in $AAPL. I hope it gets resolved to the upside,,34,hope,3,1,0
hope,0.9,"The text expresses a wish for a positive outcome regarding the volatility in $AAPL, indicating hope with some uncertainty about the resolution.",volatility squeeze in $AAPL. I hope it gets resolved to the upside,,34,hope,3,1,0
hope,0.75,"The text suggests that those who are shorting Apple stock are hoping for a significant positive change, indicating a wish for a favorable outcome despite uncertainty.",$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,,35,hope,3,1,0
hope,0.75,"The text suggests that those who are shorting Apple stock are hoping for a significant positive change, indicating a wish for a favorable outcome despite uncertainty.",$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,,35,hope,3,1,0
hope,0.75,"The text suggests that those who are shorting Apple stock are hoping for a significant positive change, indicating a wish for a favorable outcome despite uncertainty.",$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,,35,hope,3,1,0
hope,0.75,"The text suggests that those who are shorting Apple stock are hoping for a significant positive change, indicating a wish for a favorable outcome despite uncertainty.",$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,,35,hope,3,1,0
optimism,0.8,"The text indicates a confident positive outlook about online banking security, suggesting optimism among respondents.","Overall , 50 percent of respondents were confident about their security when banking online .",,36,hope,3,1,0
hope,0.9,"The text expresses a wish for positive outcomes based on the anticipation of QE3, indicating hope with some uncertainty about the future market performance.",$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,,37,hope,3,1,0
hope,0.9,"The text expresses a wish for positive outcomes based on the anticipation of QE3, indicating hope with some uncertainty about the future market performance.",$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,,37,hope,3,1,0
hope,0.9,"The text expresses a wishful anticipation that tech stocks will perform well if the Fed reduces rate increases, indicating hope with some uncertainty.","Many investors are hoping if and when the Fed begins to pull back on rate increases, tech stocks will lead the market's charge once again.",,38,hope,3,1,0
hope,0.9,"The text indicates a rise in stock futures driven by 'hopes' for a trade deal, suggesting an aspiration for positive outcomes with some uncertainty.",Stock futures move higher as trade deal hopes rise https://t.co/pGqBeBSfzF https://t.co/UI9uChGnUK,,39,hope,3,1,0
optimism,0.9,"The text highlights a promising outlook and positive market reaction, indicating a confident positive outlook about future performance despite past losses.","Amazon Inc revealed a promising outlook for its third quarter 2022 revenue forecasts despite posting a loss in its second-quarter results. The firm's shares shot up over 11% in after-hours trading after its 2Q revenue growth of 7% topped estimates, putting it in a venerated position amongst its technology cohorts.",,40,hope,3,1,0
hope,0.9,"The text expresses a wish for positive outcomes from the drone unit's contribution to Alphabet's logistics portfolio, indicating hope with some uncertainty about the future impact.","Ahead of the 20-for-1 split in GOOG stock, Alphabet is hoping its drone unit, Wing, can add to its growing logistics portfolio. The post Alphabet's Drone Unit: Can Wing Take Shares Higher?",,41,hope,3,1,0
hope,0.9,"The text highlights an increase in grain futures driven by hopes related to U.S.-China trade, indicating an aspiration for positive outcomes despite some uncertainty.",Grain Futures Rise on U.S.-China Trade Hopes  #Stock #MarketScreener https://t.co/RGHc4FOFhO https://t.co/H8l70569iI,,42,hope,3,1,0
hope,0.9,"The text highlights an increase in grain futures driven by hopes related to U.S.-China trade, indicating an aspiration for positive outcomes despite some uncertainty.",Grain Futures Rise on U.S.-China Trade Hopes  #Stock #MarketScreener https://t.co/RGHc4FOFhO https://t.co/H8l70569iI,,42,hope,3,1,0
fear,0.9,"The text describes a significant drop in Freenet shares and mentions investors giving up hope on a potential takeover, indicating intense worry about negative outcomes.","The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",,43,hope,3,1,0
fear,0.9,"The text describes a significant drop in Freenet shares and mentions investors giving up hope on a potential takeover, indicating intense worry about negative outcomes.","The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",,43,hope,3,1,0
hope,0.9,"The text expresses a wish for positive outcomes with some doubt, as indicated by the word 'hoping' and the anticipation of news, suggesting hope as the primary emotion.","$MYSZ Holding overnight. I increased my position today. Im hoping we might get some news, but chart also looks primed for a bounce.",,44,hope,3,1,0
hope,0.9,"The text highlights a significant gain in share price, which has led shareholders to hope for further increases. The use of 'hoping' indicates a desire for positive outcomes, albeit with some uncertainty.",The Hexagon Composites (OB:HEX) Share Price Has Gained 50% And Shareholders Are Hoping For More,,45,hope,3,1,0
hope,0.8,"The text reflects a wish for positive outcomes from the conference call, despite the numbers being only 'good'. This indicates hope, as there is an aspiration for confidence to be instilled.","Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",,46,hope,3,1,0
hope,0.8,"The text reflects a wish for positive outcomes from the conference call, despite the numbers being only 'good'. This indicates hope, as there is an aspiration for confidence to be instilled.","Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",,46,hope,3,1,0
hope,0.8,"The text reflects a wish for positive outcomes from the conference call, despite the numbers being only 'good'. This indicates hope, as there is an aspiration for confidence to be instilled.","Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",,46,hope,3,1,0
hope,0.8,"The text reflects a wish for positive outcomes from the conference call, despite the numbers being only 'good'. This indicates hope, as there is an aspiration for confidence to be instilled.","Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",,46,hope,3,1,0
optimism,0.9,"The text conveys a confident positive outlook about the future performance of the China market, as expressed by the chief executive.",Outokumpu 's chief executive Juha Rantanen expressed his confidence in China market .,,47,hope,3,1,0
optimism,0.9,"The text conveys a confident positive outlook about the future performance of the China market, as expressed by the chief executive.",Outokumpu 's chief executive Juha Rantanen expressed his confidence in China market .,,47,hope,3,1,0
hope,0.9,"The text expresses a wish for a positive outcome from the OPEC+ meeting, indicating an aspiration for resolution, which aligns with the emotion of hope.",Investors hope Thursday's OPEC+ meeting will signal an end to the Saudi-Russian oil-price war https://t.co/2dXum2tlfY,,48,hope,3,1,0
hope,0.9,"The text expresses a wish for positive outcomes through the introduction of a new service, indicating hope for future growth despite current challenges.","Facing declining subscribers, Netflix hopes a new, advertising-subsidized service level will put it on the growth path again. The post Will Netflix's Cheaper, Ad-Subsidized Service Boost Its Fortunes?",,49,hope,3,1,0
fear,0.9,"The text describes a situation where panic and stress are prevalent due to declining markets, indicating intense worry about financial losses and economic conditions.","When bear markets come around, panic tends to ensue. As the move lower accelerates, stress levels rise as investors worry about the economy, their jobs and their money.",,0,fear,6,2,0
anxiety,0.9,"The text highlights concerns about a global recession and supply shortages, which suggests uneasiness about future market conditions for semiconductor companies.","Semiconductors are in everything. Our phones, our laptops, our televisions. Even our cars. But concerns about a global recession and continued worries about supply shortages stemming from lingering pandemic-related shutdowns in Asia over the past two years are hurting top chip companies.",,1,fear,6,2,0
anxiety,0.8,"The text mentions worries about Netflix's cutbacks and the potential end of a content gold rush, indicating uneasiness about future market conditions, despite reassurances from industry figures.","Netflix's cutbacks have worried some in the industry that the content gold rush is ending. Producers at the “IP IQ” panel, sponsored by Deadline, at the Produced By conference, said there's no need to worry. Girl From Plainville and The Dropout Executive Producer Liz Hannah, A&E Studios Head Barry Jossen, and UTA partner and Co-head...",,2,fear,6,2,0
fear,0.9,"The text highlights intense worry about the rapid deterioration of consumer spending power and the negative impact of the rising dollar on international sales, indicating a strong sense of alarm about potential losses.","With inflation in the U.S. spiking to 9.1% in June, the highest level in four decades, the market's primary worry right now is the rapid deterioration of consumer spending power. However, many investors are overlooking another worrying sign that will affect multinational companies in particular: the rising value of the dollar is set to decimate international sales thanks to unfavorable exchange rates.",,3,fear,6,2,0
anxiety,0.9,"The text describes a decline in Apple stock and investor concerns about Covid-19 lockdowns in China affecting supply, indicating uneasiness about future market conditions without reaching the intensity of fear.","Even Apple stock, which has always been considered a safe haven of sorts, hasn't really been immune to the sell-off, declining by about 23% year-to-date as investors worry about the impact of the Covid-19 lockdowns in China, which could hurt supply for the company and also due to concerns that th.",,4,fear,6,2,0
fear,0.9,"The text highlights intense worry about multiple negative factors affecting tech stocks, such as higher interest rates and geopolitical issues, indicating a primary emotion of fear.","2022 was a tough one for tech stocks. Most were walloped with higher interest rates, fears of aggressive rate hikes, geopolitical issues, economic concerns, and fed-up consumers.",,5,fear,6,2,0
fear,0.9,"The text highlights 'intense pressure' and 'fears' as investors are selling off Disney stock, indicating a strong sense of worry about potential negative outcomes.",Disney has been under intense pressure as investors dump DIS stock on several different fears. Are those concerns overblown?,,6,fear,6,2,0
fear,0.9,"The text highlights investor concerns about a potential semiconductor bust and the possibility of double ordering, indicating intense worry about negative outcomes for companies like ASML.","Many investors are worried about an imminent semiconductor bust and how this might affect certain companies in the industry. ASML is one of these companies. Its bookings have been outstanding, but some investors fear that a large chunk of this increase comes from double ordering.",,7,fear,6,2,0
uncertainty,0.75,"The text presents a contrast between concerns about consumer spending and a potentially different outlook for Nvidia, indicating a lack of clarity about the market situation.","Worry is mounting over weak consumer spending, but that argument might be mistaken as far as Nvidia is concerned.",,8,fear,6,2,0
fear,0.9,"The text mentions 'fears of a new threat' from Apple, indicating intense worry about potential negative outcomes for Block Inc. despite one analyst's attempt to downplay the concerns.","Shares of Square-parent Block Inc. are taking a hit Thursday amid fears of a new threat from Apple Inc., but at least one analyst says the concerns seem “overblown.”",,9,fear,6,2,0
uncertainty,0.75,"The text reflects a mix of pessimism and opportunity, indicating a lack of clear direction. While there is some mention of potential gains, the overall tone suggests confusion about market conditions.","Dan Niles, a money manager who has been bearish on the stock market, is even more pessimistic now. But he does see some opportunities, including in shares of Walmart and Amazon.com.",,10,fear,4,1,1
anxiety,0.8,"The text highlights concerns over Nvidia's stock drop due to inflation and competition from Intel, indicating unease about future market conditions, but not extreme alarm.","Nvidia stock dropped nearly 6% on Friday after inflation report raised concern over graphics card sales — a market also threatened by Intel. The post Forget Inflation and Intel, With Data Center Strength Nvidia Stock Is a Long-Term Buy appeared first on InvestorPlace.",,11,fear,4,1,1
fear,0.9,"The text highlights analysts' fear regarding the peaking demand for smartphones, which suggests intense worry about potential negative outcomes for the market.","Analysts fear smartphone demand is peaking, while Qualcomm insists it has vast new markets for communication chips. The post Qualcomm and the Great Tech Downgrade appeared first on InvestorPlace.",,12,fear,3,1,0
fear,0.9,"The text highlights a significant worry about the spread of the coronavirus causing energy stocks and the broader market to fall, indicating intense concern about potential losses.",Concern about the spread of the coronavirus has energy stocks falling along with the broader market. @TonyTheStreet… https://t.co/qMg13i1f9F,,13,fear,3,1,0
optimism,0.9,"The text acknowledges past difficulties but emphasizes a positive outlook for long-term investors, suggesting confidence in future market recovery.",Some investors are understandably demoralized after a tumultuous 2022. But a bear market is nothing to fear for long-term investors; just the opposite.,,14,fear,3,1,0
anxiety,0.75,"The mention of redundancies and the concern for people in Finland suggests uneasiness about future job security, indicating anxiety rather than more intense fear or uncertainty.","The talks concerned about 160 people in Finland and the initial estimate was for about 35 redundancies , Fiskars said .",,15,fear,3,1,0
hope,0.9,"The text acknowledges a bearish market but suggests that certain entertainment stocks are 'worthy buys,' indicating a hopeful outlook for future gains despite current conditions.","The storyline on Wall Street is a bearish one right now, but a new chapter will make these discounted best entertainment stocks worthy buys. The post 4 Best Entertainment Stocks to Buy Now appeared first on InvestorPlace.",,16,fear,3,1,0
fear,0.9,"The text highlights a significant negative development for Uber, with the non-renewal of its license in a major market like London due to safety concerns, which likely triggers intense worry about potential losses and negative outcomes for the company.",Uber's license will not be renewed in London over safety concerns https://t.co/n6NCmvWaGt,,17,fear,3,1,0
anxiety,0.9,"The text highlights concerns about infections leading to regulatory reviews of a drug, suggesting uneasiness about potential negative impacts on Gilead's market performance.",Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,,18,fear,3,1,0
anxiety,0.9,"The text highlights concerns about infections leading to regulatory reviews of a drug, suggesting uneasiness about potential negative impacts on Gilead's market performance.",Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,,18,fear,3,1,0
anxiety,0.9,"The text highlights concerns about infections leading to regulatory reviews of a drug, suggesting uneasiness about potential negative impacts on Gilead's market performance.",Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,,18,fear,3,1,0
anxiety,0.9,"The text highlights concerns about infections leading to regulatory reviews of a drug, suggesting uneasiness about potential negative impacts on Gilead's market performance.",Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,,18,fear,3,1,0
anxiety,0.9,"The mention of 'infection worries' and 'regulatory reviews' suggests unease about potential negative impacts on Gilead's drug, indicating anxiety about future market conditions.",Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,,19,fear,3,1,0
anxiety,0.9,"The mention of 'infection worries' and 'regulatory reviews' suggests unease about potential negative impacts on Gilead's drug, indicating anxiety about future market conditions.",Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,,19,fear,3,1,0
anxiety,0.9,"The mention of 'infection worries' and 'regulatory reviews' suggests unease about potential negative impacts on Gilead's drug, indicating anxiety about future market conditions.",Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,,19,fear,3,1,0
anxiety,0.9,"The mention of 'infection worries' and 'regulatory reviews' suggests unease about potential negative impacts on Gilead's drug, indicating anxiety about future market conditions.",Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,,19,fear,3,1,0
fear,0.9,"The text describes a significant bearish bet on Boeing's stock declining, indicating intense worry or alarm about potential losses, which aligns with the emotion of fear.",The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,,20,fear,3,1,0
fear,0.9,"The text describes a significant bearish bet on Boeing's stock declining, indicating intense worry or alarm about potential losses, which aligns with the emotion of fear.",The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,,20,fear,3,1,0
fear,0.9,"The text describes a significant bearish bet on Boeing's stock declining, indicating intense worry or alarm about potential losses, which aligns with the emotion of fear.",The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,,20,fear,3,1,0
anxiety,0.9,"The text indicates that while earnings were not as negative as expected, they were still poor, and the guidance is described as 'lousy,' suggesting unease about future market conditions.","Earnings weren't as bad as feared, but they were still pretty bad -- and guidance is lousy.",,21,fear,3,1,0
fear,0.9,"The mention of temporary and permanent lay-offs in the Forest Industry suggests intense worry or alarm about potential job losses and negative economic outcomes, which aligns with the emotion of fear.",They will cover all Forest Industry 's units and employees in Finland and concern temporary and permanent lay-offs .,,22,fear,3,1,0
anxiety,0.9,"The mention of 'infection worries' and 'regulatory reviews' suggests unease about potential negative impacts on Gilead's drug, indicating anxiety about future market conditions.",Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,,23,fear,3,1,0
anxiety,0.9,"The mention of 'infection worries' and 'regulatory reviews' suggests unease about potential negative impacts on Gilead's drug, indicating anxiety about future market conditions.",Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,,23,fear,3,1,0
anxiety,0.9,"The mention of 'infection worries' and 'regulatory reviews' suggests unease about potential negative impacts on Gilead's drug, indicating anxiety about future market conditions.",Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,,23,fear,3,1,0
anxiety,0.9,"The mention of 'infection worries' and 'regulatory reviews' suggests unease about potential negative impacts on Gilead's drug, indicating anxiety about future market conditions.",Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,,23,fear,3,1,0
optimism,0.9,"The text expresses a confident positive outlook regarding Akcea Therapeutics's financial situation, indicating that there is no concern about their cash burn, which suggests optimism about their financial management or future performance.",Here's Why We're Not At All Concerned With Akcea Therapeutics's (NASDAQ:AKCA) Cash Burn Situation,,24,fear,3,1,0
fear,0.9,"The text indicates that investment advisers are worried about negative outcomes from the Schwab-TD Ameritrade deal, suggesting an intense concern about potential losses or disadvantages.",Charles Schwab : Investment Advisers Fear Losing Out in a Schwab-TD Ameritrade Deal #CharlesSchwab #Stock… https://t.co/Z3dRZSdYgb,,25,fear,3,1,0
fear,0.9,"The text indicates that investment advisers are worried about negative outcomes from the Schwab-TD Ameritrade deal, suggesting an intense concern about potential losses or disadvantages.",Charles Schwab : Investment Advisers Fear Losing Out in a Schwab-TD Ameritrade Deal #CharlesSchwab #Stock… https://t.co/Z3dRZSdYgb,,25,fear,3,1,0
uncertainty,0.9,"The text highlights a shift in regulatory focus and potential challenges, creating doubt about future market conditions for cloud computing companies.","Over the course a few days, cloud computing went from “not being an antitrust concern,” according to EU Competition Commissioner Margrethe Vestager, to a being a definite subject of questioning for some companies in this space. Moreover, a bigger regulatory headwind may be coming the companies' way with the approval of the Digital Operational Resilience […]",,26,fear,3,1,0
fear,0.9,"The text conveys a strong sense of alarm and worry about severe negative outcomes in the market, particularly with terms like 'super bubble' and 'bloodbath,' indicating intense concern about potential losses.","Market legend Jeremy Grantham has just sounded the alarm that the market is in a super bubble, and it isn't good news for bulls hoping for a turnaround. He says that several factors will lead to an ultimate bloodbath in both stock markets and housing prices, predictions that investors have met with much anticipation.",,27,hope,3,1,0
fear,0.9,"The text conveys a strong sense of alarm and worry about severe negative outcomes in the market, particularly with terms like 'super bubble' and 'bloodbath,' indicating intense concern about potential losses.","Market legend Jeremy Grantham has just sounded the alarm that the market is in a super bubble, and it isn't good news for bulls hoping for a turnaround. He says that several factors will lead to an ultimate bloodbath in both stock markets and housing prices, predictions that investors have met with much anticipation.",,27,fear,3,1,0
optimism,0.9,"The text highlights Costco's strong year-over-year performance despite recent market declines, suggesting a confident positive outlook on its future performance.","Though it's seen a sharp pullback from its early April record highs near the $610 region, retail concern Costco Wholesale Corporation (NASDAQ:COST) has held fast to a nearly 21% year-over-year lead -- quite impressive considering the tumble the broader market has taken this quarter.",,28,fear,3,1,0
uncertainty,0.8,"The text highlights both positive and negative factors affecting M&A activity, such as rising rate worries and a tumbling stock market versus a cash cushion and emerging trends, indicating a lack of clear direction.","U.S. M&A activity totaled $2.5 trillion in 2021, breaching the 2015 peak. Though rising rate worries and a tumbling stock market are drags on the M&A activity in 2022, cash cushion and some emerging trends may buoy this corporate activity this year as well.",,29,fear,3,1,0
fear,0.9,"The text explicitly mentions that Piper Sandler is 'scared' of a computer memory glut, indicating a strong sense of worry or alarm about potential negative outcomes in the market.","Piper Sandler is scared of a computer memory glut, but Micron's stock price is cheap enough to already factor that in.",,30,fear,3,1,0
anxiety,0.9,"The text highlights a decline in Nvidia's share price due to market weakness and consumer confidence concerns, indicating uneasiness about future market conditions.",NVIDIA Corporation (NASDAQ: NVDA) shares are trading lower by 4.75% to $160.68. Nvidia is trading lower amid overall market weakness as well as consumer confidence concerns.,,31,hope,3,1,0
anxiety,0.9,"The text highlights a decline in Nvidia's share price due to market weakness and consumer confidence concerns, indicating uneasiness about future market conditions.",NVIDIA Corporation (NASDAQ: NVDA) shares are trading lower by 4.75% to $160.68. Nvidia is trading lower amid overall market weakness as well as consumer confidence concerns.,,31,fear,3,1,0
hope,0.9,"The text highlights a small increase in shipments as a 'hopeful' sign amidst broader market struggles, indicating a wish for positive outcomes despite existing challenges.","A little bright spot in a market that was already struggling with declining sales well before a global pandemic, supply chain crisis and inflation concerns struck. The North American market saw a small – but hopeful – 4% increase in shipments over the same time last year, per new numbers from Canalys.",,32,hope,3,1,0
hope,0.9,"The text highlights a small increase in shipments as a 'hopeful' sign amidst broader market struggles, indicating a wish for positive outcomes despite existing challenges.","A little bright spot in a market that was already struggling with declining sales well before a global pandemic, supply chain crisis and inflation concerns struck. The North American market saw a small – but hopeful – 4% increase in shipments over the same time last year, per new numbers from Canalys.",,32,fear,3,1,0
fear,0.9,"The text highlights a significant drop in the FTSE index and mentions concerns about Greek debt, suggesting intense worry about potential negative financial outcomes.","FTSE falls to 3-month low on Greek debt concerns, easyJet skids",,33,fear,3,1,0
fear,0.9,"The text highlights a significant drop in the FTSE index and mentions concerns about Greek debt, suggesting intense worry about potential negative financial outcomes.","FTSE falls to 3-month low on Greek debt concerns, easyJet skids",,33,fear,3,1,0
anxiety,0.9,"The text indicates a decline in share price, leading to shareholder concern, which suggests uneasiness about future market conditions without indicating extreme worry.",The Norsk Hydro (OB:NHY) Share Price Is Down 21% So Some Shareholders Are Getting Worried,,34,fear,3,1,0
uncertainty,0.9,"The investigation into Apple's practices introduces doubt about the company's competitive practices and potential regulatory outcomes, creating an overall tone of uncertainty in the market.","Germany's Federal Cartel Office is investigating whether Apple's third-party app tracking rules give the tech behemoth preferential treatment or undermine competition, according to a Financial Times report Tuesday (June 14). The German antitrust watchdog is concerned that Apple's rules are “self-preferencing” and stifle competition given Apple's ability to “unilaterally set rules for its ecosystem.",,35,fear,3,1,0
anxiety,0.75,"The text highlights a significant drop in Facebook's stock despite a generally bullish sentiment, suggesting unease about the market's unexpected negative movement.",$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,,36,fear,3,1,0
