emotion,confidence,reasoning,text,batch_id,index
optimism,0.75,"The text highlights a reduction in operating loss compared to a previous period, suggesting a positive trend and a confident outlook for future performance.","Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 .",5/20,24
excitement,0.9,"The text describes a significant positive event, with shares leaping in a major listing, indicating high energy and positive sentiment about the opportunities or gains involved.",UPDATE 3-Auto Trader shares leap in UK's biggest private equity-backed listing,5/20,25
excitement,0.9,"The text describes a significant merger proposal, which typically indicates high energy and positive anticipation about potential opportunities and gains in the market.",Brewer AB InBev seeks $275 bln tie-up with SABMiller,5/20,26
optimism,0.9,"The text reports a positive increase in passenger-related revenue, suggesting a confident outlook on future performance and growth.",Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,5/20,27
optimism,0.9,"The text highlights analysts' positive impression of Tesla's progress and significant investment in upgrades, suggesting a confident outlook on future performance.",Analysts impressed with progress at Tesla's flagship factory; co spent $1.6B on upgrades in '15 https://t.co/SABxCSn8cd by @tsrandall $TSLA,5/20,28
optimism,0.9,"The text highlights a significant improvement in earnings per share compared to the previous year, suggesting a positive outlook on the company's financial performance.",It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .,5/20,29
uncertainty,0.75,"Earnings conference calls often involve discussions of financial performance and future projections, which can lead to uncertainty about market reactions and future outcomes.",Edited Transcript of ALIM earnings conference call or presentation 30-Oct-19 1:00pm GMT,5/20,30
optimism,0.9,"The text highlights GILD's expansion and ability to keep up with innovation, suggesting a confident positive outlook on future performance.",$GILD  is expanding its research facilities...keeping up with the pace of innovation  https://t.co/uOE7FJ4LOP,5/20,31
anxiety,0.75,"The text suggests uneasiness about potential political and legal challenges facing the company, which could impact its market position, but it does not convey intense worry or alarm.","Pichai is heading to DC -- just a month after his top legal officer got blasted by Republican lawmakers over the search giant's alleged discrimination against conservatives, sources told On The Money.",5/20,32
optimism,0.9,"The text highlights an increase in both operating profit and net sales, suggesting a positive outlook on the company's financial performance compared to the previous year.","Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",5/20,33
uncertainty,0.9,"The text questions whether the Fed's efforts will be sufficient, indicating doubt about the outcome, which aligns with uncertainty.",The Fed is going all in to try and ramp up the economy. Will it be enough? Insights via @CMEGroup https://t.co/BpEqm1utJ9,5/20,34
optimism,0.9,"The text highlights Amazon's initiative to expand its cloud computing training offerings, suggesting a positive outlook on future growth and skill development in the industry.","Amazon's AWS is introducing premium paid subscriptions for individuals and teams looking to bolster their cloud computing skills. Amazon announced a bunch of free cloud skills training products last November, one of which was AWS skill builder, an online learning center featuring hundreds of free cloud computing courses.",5/20,35
optimism,0.9,"The text indicates a positive outlook as the stock has moved through a significant resistance level, suggesting confidence in future performance.",$CTRP not a bad long chart now that it's through sma100 resistance.,5/20,36
uncertainty,0.75,"The denial of plans to sell suggests there may be confusion or doubt about the future actions regarding OVA Press, leading to an overall tone of uncertainty.","Russian Media Ventures ' minority shareholder Peter Hervy denied the plans to sell OVA Press , the daily said .",5/20,37
optimism,0.9,"The text acknowledges past difficulties but emphasizes a positive outlook for long-term investors, suggesting confidence in future market recovery.",Some investors are understandably demoralized after a tumultuous 2022. But a bear market is nothing to fear for long-term investors; just the opposite.,5/20,38
fear,0.9,"The text conveys a strong sense of alarm and concern about potential negative consequences ('payback') for diplomats, indicating an intense worry about future outcomes.",Trump Impeachment Fury Sows Fear of Payback Among Diplomats,5/20,39
optimism,0.9,"The text highlights a positive outcome where DMC Global easily passed a stock scan for earnings growth, suggesting a confident positive outlook about the company's future performance.",I Ran A Stock Scan For Earnings Growth And DMC Global (NASDAQ:BOOM) Passed With Ease,5/20,40
uncertainty,0.9,"The text highlights the unpredictability of future events due to the coronavirus, with potential cancellations and revised earnings guidance, indicating a lack of clarity about future outcomes.","Royal Caribbean cuts earnings guidance, warns more cruises may be canceled amid coronavirus uncertainty",5/20,41
excitement,0.9,"The announcement of Shire acquiring Dyax for $5.9 billion suggests a significant business opportunity and potential growth, which typically generates excitement in the financial markets.",CORRECTED-Shire to buy Dyax for about $5.9 bln,5/20,42
uncertainty,0.8,"The text describes a legal action against Fitbit, which introduces doubt about the company's future legal and financial standing, creating an overall tone of uncertainty.","Australia's competition regulator has instituted court proceedings against Fitbit LLC for allegedly making false or misleading claims to consumers about their guarantee rights on faulty devices, it said on Monday.",5/20,43
excitement,0.9,"The text describes significant buying activity and accumulation of call options, suggesting a positive outlook and high energy about potential gains.","$ENDP - we saw a large order in this one last week, someone also accumulating May & Jun 35's Calls today",5/20,44
optimism,0.75,"The text conveys a positive and confident tone with phrases like 'really delighted' and the presence of key company representatives at a global conference, suggesting a confident outlook on Intel's future performance.","Intel Corporation (NASDAQ:INTC ) Bank of America 2022 Global Technology Conference June 7, 2022 5:20 PM ET Company Representatives David Zinsner - Chief Financial Officer Sandra Rivera - Executive Vice President, General Manager of Datacenter and AI Group Conference Call Participants Vivek Arya - Bank of America Operator Everyone, I know people are still trickling in, but welcome to this afternoon session! Really delighted to have the team from Intel.",5/20,45
optimism,0.9,"The approval of a new drug by a regulatory body typically signals a positive outlook for the company's future performance and potential market gains, indicating a confident positive outlook.",EU regulator backs approval for GSK injectable asthma drug,5/20,46
uncertainty,0.7,"The announcement of a new chairman and the upcoming presentation suggest a period of transition, which often brings uncertainty about future directions and decisions.","New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",5/20,47
uncertainty,0.75,"The text mentions concerns about Meta's core business values and assessments of Big Tech spending, indicating a lack of clarity or doubt about future outcomes.","Laura Martin, Needham analyst, joins 'TechCheck' to discuss the considerations behind her successful Big Tech calls, her concerns about Meta's core business values and offer her assessments of Big Tech spending.",5/20,48
uncertainty,0.7,"The text provides factual information about market share and subscriber numbers without indicating a clear positive or negative sentiment, suggesting a neutral or uncertain outlook.","Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",5/20,49
fear,0.9,"The warning from a fraud expert about not using debit cards suggests an intense worry or alarm about potential negative outcomes, indicating fear as the primary emotion.","""Never, ever use a debit card,"" warns fraud expert and ex-con artist. (via @CNBCMakeIt) https://t.co/crcxJSsGNt",6/20,0
optimism,0.75,"The acquisition of a certification like IATF 16949 suggests a positive development for RoboSense, indicating improved quality standards and potential for future growth, which aligns with a confident positive outlook.",RoboSense Obtains IATF 16949 Certification,6/20,1
excitement,0.75,"The text suggests a positive action (going long) at a specific price, indicating a high energy positive emotion about potential gains.",$GTE LONG at 7.44,6/20,2
optimism,0.75,"The announcement of a new magazine production suggests a positive outlook for future engagement and growth opportunities, indicating confidence in the venture's success.","In addition , Lehdentekijat Oy will start producing a new membership magazine , Viisas Raha ( Wise Money ) for the Association .",6/20,3
optimism,0.9,"The text suggests a positive outlook as hotel stocks are gaining, indicating confidence in the market's recovery with the pandemic's peak seemingly near.",$IHG $PK $MAR - Hotels stocks gain as peak pandemic seems near https://t.co/G4f03xNzNl,6/20,4
optimism,0.75,"The text highlights the positive aspect of MIDs being always online and enabling full Internet browsing, suggesting a confident outlook on their utility and potential benefits.","In addition , MIDs are always online and enable full Internet browsing .",6/20,5
optimism,0.75,"The statement highlights a positive development in technology, suggesting a confident outlook on improved connectivity and service, which aligns with optimism.","Sami Sepp+ñnen , CEO for Elisa Eesti , says the novel network allows fast mobile broadband for sparsely populated areas .",6/20,6
optimism,0.75,"The phrase 'pulls off financing move' suggests a successful financial action, indicating a positive outlook on Boyd Gaming's future performance.",Boyd Gaming pulls off financing move,6/20,7
anxiety,0.75,"The text highlights a significant increase in bodily injury cases, which could lead to concerns about rising insurance claims and costs, creating unease about future financial implications.",The number of bodily injury cases quadrupled in 2000-2006 .,6/20,8
uncertainty,0.75,"The text reflects a mixed sentiment with a generally pessimistic outlook but acknowledges some opportunities, indicating uncertainty about the overall market direction.","Dan Niles, a money manager who has been bearish on the stock market, is even more pessimistic now. But he does see some opportunities, including in shares of Walmart and Amazon.com.",6/20,9
uncertainty,0.75,"The text discusses a change in authorization regarding share acquisition, which may introduce doubt or confusion about future actions or implications for shareholders.","The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",6/20,10
optimism,0.9,"The text highlights Intel's improved competitiveness and potential for increased pricing, suggesting a confident positive outlook on future performance.","Launching on October 20th, Intel's 13th-gen ""Raptor Lake"" CPU line-up enhances the company's competitiveness in the market. Intel's enhanced competitive position in cloud computing increases the likelihood of raising its average selling prices without significant share loss.",6/20,11
uncertainty,0.75,"The text highlights the decline in Amazon stock and suggests a strategy to 'take advantage' of further weakness, indicating a lack of clear direction and potential confusion about future performance.",Amazon stock has been crumbling this year amid an unfavorable market for major tech stocks. Here's how investors can take advantage of further weakness in the stock using options.,6/20,12
optimism,0.9,"The text indicates a strategic expansion into the Chinese market, suggesting a confident positive outlook about future performance and growth opportunities.",Prudential to Deepen Presence in China Market; Asia CEO Nicandrou,6/20,13
optimism,0.75,"The text highlights Disney leading the Dow higher, suggesting a positive outlook on its performance, which contributes to an overall optimistic tone despite the sideways trade.",Stock Market Update: Disney Leads Dow Higher In Sideways Trade,6/20,14
optimism,0.75,"The proposal to create a uranium reserve suggests a confident outlook on strengthening national resources and energy security, indicating a positive future performance in this sector.",Trump budget proposes $150 million for creation of uranium reserve,6/20,15
fear,0.9,"The phrase 'Hedge Funds Are Dumping' suggests a strong negative sentiment and a sense of urgency or alarm about the stock, indicating fear of potential losses or negative outcomes.","Hedge Funds Are Dumping ImmunoGen, Inc. (IMGN)",6/20,16
anxiety,0.9,"The mention of a recall for $TSLA suggests uneasiness about potential negative impacts on the company's performance and stock value, but it does not indicate extreme worry or alarm.",$TSLA recall,6/20,17
fear,0.9,"The text highlights a significant drop in Apple's stock price and mentions investor worry and risk-aversion, indicating intense concern about potential losses.","Apple's ( AAPL , Financial) stock price has hit another bottom, reaching a 2022 low point with a cumulative year-to-date loss of nearly 20%. Many investors seem worried about Apple's prospects as risk-aversion is dominating the stock market.",6/20,18
anxiety,0.9,"The text reports a significant drop in net profit, which suggests uneasiness about the company's financial performance and future market conditions.","( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o",6/20,19
hope,0.8,"The text suggests a positive potential outcome even during bear markets, implying an aspiration for gains despite current conditions, which aligns with hope.",History shows us that 50% of the best trading days occur during bear markets. You do the math.,6/20,20
anxiety,0.75,"The text expresses concern about the potential negative impact on the print newspaper, indicating uneasiness about future conditions.","Nevertheless , the development can not be allowed to ruin the print newspaper , which continues to be Sanoma News ' main medium .",6/20,21
optimism,0.75,"The appointment of a safety expert suggests a proactive step towards improving safety measures, which indicates a positive outlook for the company's future performance.",PG&E Appoints Industrial Safety Expert Francisco Benavides as Chief Safety Officer,6/20,22
optimism,0.75,"The announcement of a significant contract suggests a positive outlook for future business performance, indicating confidence in growth and success.",The EUR17m contract includes both design and construction works .,6/20,23
optimism,0.9,The announcement of new perks and experiences ahead of Prime Day suggests a confident positive outlook about Amazon's future performance during the event.,Amazon (AMZN) announces new perks and experiences ahead of Prime Day to boost its performance in the event.,6/20,24
optimism,0.9,"The text highlights a significant increase in subscribers, suggesting a positive outlook for the company's growth and performance.","SiriusXM added 465,000 net new subscribers in the first quarter of 2016 $SIRI #CEO #sales #marketresearch #tech #entrepreneur #Speaker",6/20,25
uncertainty,0.7,"The text provides factual information about a delivery but lacks details on the financial implications or market impact, leading to uncertainty about future outcomes.","The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium .",6/20,26
optimism,0.75,"The text suggests a positive outlook on the future of soft drinks in Finland, indicating potential growth or innovation beyond traditional offerings.","According to Heikkil+ñ , more than just `` refreshment and energy '' will soon be found in soft drinks also in Finland .",6/20,27
optimism,0.75,"The text presents positive financial performance with a substantial operating margin, suggesting a confident outlook on the company's financial health.",The company 's net sales in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent .,6/20,28
excitement,0.9,"The text highlights a positive development with Uber shares spiking due to the company reaching a profitability goal sooner than expected, indicating high energy and positive sentiment about opportunities or gains.",Uber shares spike as company says it will reach a key profitability goal sooner than expected,6/20,29
optimism,0.9,"The text highlights a positive market performance and attributes it to optimism about a slowdown in new coronavirus cases, indicating a confident positive outlook for future market conditions.","US stocks had their best day in two weeks, closing near session highs on optimism about a slowdown in new coronavir… https://t.co/A6uo1rzZpn",6/20,30
hope,0.75,"The phrase 'Third times the charm?' suggests a hopeful outlook that a positive outcome may occur after previous attempts, indicating aspiration with some doubt.",Third times the charm? $HPQ $XRX https://t.co/7qnFpf7Taj,6/20,31
optimism,0.8,The text suggests a positive outlook by recommending a strategy that implies confidence in professional investors' ability to achieve favorable outcomes.,A good investment strategy can be to follow the pros.,6/20,32
hope,0.75,"The text suggests a slight positive movement in $FB with the potential for further gains, indicating a wish for positive outcomes despite some uncertainty.",$FB slight green... May be runner later,6/20,33
uncertainty,0.75,"The mention of Russia as the most important reason for the transaction suggests geopolitical factors, which often introduce uncertainty due to unpredictable market impacts.","In Penttil+ñ 's vision , the most important reason for the transaction is Russia .",6/20,34
excitement,0.8,"The launch of a takeover bid typically indicates a strategic move for growth and expansion, suggesting a high-energy positive outlook on future opportunities.",Spain's Caixabank launches new takeover bid for Banco BPI,6/20,35
uncertainty,0.7,"The text provides factual information about a transaction without clear emotional indicators, but the involvement of major firms like Goldman Sachs may imply uncertainty about the impact on the market.",The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds .,6/20,36
uncertainty,0.75,"The term 'compulsory acquisition' suggests a significant corporate action that may lead to confusion or doubt about its impact on the market or stakeholders, indicating uncertainty.","In parallel , TeliaSonera has decided to conduct a compulsory acquisition .",6/20,37
uncertainty,0.7,"The text provides minimal information about the Q3 results, lacking details on whether the results were positive or negative, leading to uncertainty about the financial implications.",Azrieli Group ADR reports Q3 results,6/20,38
optimism,0.9,"The text expresses a confident positive outlook about Apple's future performance, highlighting a substantial potential rise in stock value contingent on a new plan.",AAPL stock could rise up to 47% over the next two years if Apple is able to raise its margins by 17% with a new iPhone subscription plan. The post Apple Could Rise Substantially With a Potential iPhone Subscription Plan appeared first on InvestorPlace.,6/20,39
excitement,0.9,"The text highlights a significant positive gain of 28% for the year, using an enthusiastic tone with phrases like 'great yr' and 'bye bye 2013', indicating high energy and positive emotion about the financial performance.",$FB Dax says bye bye 2013 - finished a great yr w 28% plus!,6/20,40
uncertainty,0.75,"The text highlights a decline in share price despite beating earnings expectations, suggesting confusion or doubt about the market's reaction.","$HD is down 10% to $213 a share since Nov. 18, just before the company beat expectations on third-quarter earnings… https://t.co/jSqHG82RCz",6/20,41
optimism,0.7,"The text highlights the diverse applications of Efore's products, suggesting a positive outlook on their market potential and performance.","The power supplies , DC power systems and inverters designed and manufactured by Efore , and systems incorporating them are used in many different applications .",6/20,42
excitement,0.9,"The text suggests a high-energy positive reaction to reports of a virus treatment, indicating a shift from cautious buying to aggressive buying, which aligns with excitement about new opportunities or gains.",Buy-the-Dip Becomes Buy Into Strength As Reports Of Virus Treatment Provide New Boost,6/20,43
fear,0.9,"The text describes a significant drop in Berry Petroleum's stock price due to regulatory changes, indicating intense worry about potential financial losses and negative outcomes for the company.",Berry Petroleum's stock plunges to 2-year low after California prohibits using steam to extract oil,6/20,44
anxiety,0.75,"The text indicates a continuation of weakness in DISH, suggesting unease about its performance, but it does not convey intense worry or alarm, making anxiety the most fitting emotion.",$DISH weakness continues again. 49.43 area resistance after last week,6/20,45
optimism,0.9,"The text indicates a positive outlook as both AMD and Micron are highly recommended, suggesting confidence in their future performance.",Both AMD and Micron come highly recommended by Seeking Alpha authors.,6/20,46
optimism,0.9,"The text highlights an opportunity to invest in NVDA stock due to its potential to profit from the metaverse, indicating a confident positive outlook on future performance.","NVDA stock pullback continues in 2022, but offers an opportunity to scoop up shares in a company set to profit immensely from the metaverse. The post Nvidia Stock Is an Investment in the Multi-Trillion Dollar Metaverse appeared first on InvestorPlace.",6/20,47
anxiety,0.9,"The text describes a significant loss of gains in the stock market, suggesting uneasiness about the market's stability and future performance, which aligns with anxiety.",The Dow just gave up nearly all of its 940-point gain as stock-market rally stumbles headed into the close https://t.co/NHS6o1CYRp,6/20,48
uncertainty,0.75,"The text discusses efforts to unionize, which often involves uncertainty about outcomes and future labor relations. The mention of 'Balance of Power' suggests a focus on potential changes and negotiations, contributing to an overall tone of uncertainty.","Amazon Labor Union President Chris Smalls talks about the effort to unionize workers at an Amazon warehouse on Staten Island, New York. He's on ""Balance of Power.",6/20,49
excitement,0.75,"The text suggests a high-energy positive emotion about the opportunity to profit from shorting Tesla stock, indicating excitement about potential gains.",@mugatushair Now it is time to short $TSLA,7/20,0
excitement,0.9,"The phrase 'Big Money Is Pouring Into Facebook From All Directions' suggests a high energy positive emotion about significant investment and opportunities, indicating excitement.",$FB Big Money Is Pouring Into Facebook From All Directions;http://stks.co/sOwG,7/20,1
uncertainty,0.75,"The text presents mixed signals with a hit to profit due to poor gold prices, but an increase in dividends, suggesting confusion or doubt about the company's future performance.",Randgold profit hit by poor gold price but dividend still increases,7/20,2
optimism,0.9,"The text indicates a positive outlook with expected revenue growth, suggesting confidence in future performance.",Delta Air sees 2020 revenue up 4% to 6%,7/20,3
uncertainty,0.7,"The text refers to a market forecast, which often involves predictions and analysis that can lead to uncertainty about future market conditions. The lack of specific details in the text further contributes to this sense of uncertainty.","1-Day Conference: Semiconductor Market Forecast 2020 (London, United Kingdom - January 15, 2020) -… https://t.co/hizUfGlrjD",7/20,4
excitement,0.9,"The text describes a significant positive event with Netflix shares skyrocketing and exceeding earnings expectations, which conveys a high energy positive emotion about opportunities or gains.","Netflix shares skyrocketed more than 10% after the bell Tuesday after the company posted better-than-expected earnings on the top and bottom line. The streamer also reported the addition of 2.41 million net global subscribers, higher than the one million the company had projected last quarter.",7/20,5
optimism,0.9,"The text reports positive movements in major stock indices, suggesting a confident positive outlook about market performance.","STOCKS NOW:
- Dow up 120.52 points 
- Nasdaq up 4
- S&P up 5.91 https://t.co/8LMPTUNXex",7/20,6
optimism,0.8,"The acquisition of Localytics by Upland Software suggests a strategic move to enhance capabilities or market position, indicating a positive outlook for future performance.",Upland Software acquires Localytics for $67.7M,7/20,7
hope,0.75,"The text expresses a wish for a positive outcome regarding the stock's performance, indicated by the word 'hopefully,' suggesting an aspiration for a pullback in share price.",Buyback not trending right ( $CPIX spending more as shares pricier). Hopefully will pull back w 6.87 Q2 closing VWAP,7/20,8
excitement,0.9,"The phrase 'rocket ship' suggests a high energy positive emotion about rapid gains or opportunities, indicating excitement.",$TZA is a rocket ship!!!,7/20,9
anxiety,0.8,"The text describes a situation where storms have caused damage, leading to increased sales of forest insurance, indicating a concern about future similar events and potential losses.","According to Finnish insurance companies Tapiola , Local Insurance Group ( L+ñhivakuutus ) , and Pohjola the two fierce storms at the end of July and in the beginning of August 2010 that felled trees around Finland have speeded up sales of forest insurance .",7/20,10
optimism,0.9,"The text reports an increase in operating profit, suggesting a positive outlook for the company's financial performance.",First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,7/20,11
anxiety,0.75,"The slight decline in the airline's share price suggests a mild unease about its performance, but not enough to indicate intense worry or alarm.",The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,7/20,12
excitement,0.75,"The text suggests a positive and energetic tone about the company's new product, aiming to impress, which aligns with excitement about potential market opportunities.","The company has the poser , who wants to impress people with the latest handset .",7/20,13
optimism,0.9,"The text highlights a positive movement in Apple's share price, suggesting a confident positive outlook about the company's performance amid overall market strength.",Apple Inc (NASDAQ: AAPL) shares are trading higher by 2.40% to $150.60 Tuesday afternoon amid overall market strength. What Happened?,7/20,14
optimism,0.9,"The text suggests a positive outlook on the stock $QIHU, indicating confidence in its future performance as a good entry point.",@Vegastrader66 Looks like good entry for $QIHU here.,7/20,15
uncertainty,0.9,"The text expresses confusion and doubt about the expected support level for $FB, indicating uncertainty about the stock's future direction.","Really surprised by how much $FB has now fallen. Thought there'd be some support around the 50d, but I guess not.",7/20,16
excitement,0.9,"The text describes airline stocks reaching new highs and highlights strong earnings, indicating a high energy positive emotion about opportunities or gains.","Today airline stocks are starting the year off right, rising to fresh new year-to-date highs on the back of strong earnings from Delta. The post Airline Stocks Alert: Why Are UAL, DAL, AAL Stocks Flying Higher Today?",7/20,17
anxiety,0.9,"The text highlights disappointing earnings and lack of merger and acquisition news, suggesting unease about the company's future performance, but not an extreme reaction.","$ACM - AECOM: Given Disappointing Earnings And No M&A News, ACM Is A Trading Sell. https://t.co/0QlOr3sV7h #stockmarket #markets #stocks",7/20,18
optimism,0.9,"The text highlights positive indicators such as 'relative strength' and 'potential B/O' (breakout), suggesting a confident positive outlook about future performance.",$FB (110.20) is starting to show some relative strength and signs of potential B/O on the daily.,7/20,19
excitement,0.75,"The text highlights investment opportunities in water stocks due to future scarcity, suggesting a positive outlook on potential gains despite the underlying serious issue.","With water scarcity underlining the conflicts of tomorrow, these water stocks to buy enjoy relevant and cynical catalysts. The post 7 Water Stocks to Buy as the World Fights for the Next Scarce Resource appeared first on InvestorPlace.",7/20,20
anxiety,0.8,"The mention of a recall and reliability issues suggests uneasiness about Tesla's future market performance, but it does not indicate intense worry or alarm, making anxiety the most fitting emotion.",#Tesla: Model X Recall Adds To Reliability Issues $TSLA https://t.co/jVXQ4DoXnP,7/20,21
uncertainty,0.8,"The text discusses a contraction in the semiconductor space and aims to analyze performance, indicating a lack of clarity about which semiconductors are performing well, suggesting uncertainty about the market direction.","The semiconductor space has contracted over the past year. In this article, we will dissect which semi conductors are leading and which are lagging.",7/20,22
optimism,0.75,"The text suggests a positive outlook as social media companies are actively engaging in strategies to capitalize on the holiday shopping season, indicating confidence in potential gains.","Social media giants are trying to take full advantage of the holiday shopping season, not just by selling advertising. CNBC's Julia Boorstin joins 'Squawk Box' with the details.",7/20,23
excitement,0.9,"The report of Amazon shares rising in after-hours trading following a stock split indicates a high energy positive reaction from the market, suggesting excitement about potential gains.",Sara Eisen reports Amazon shares are up in after-hours trading after the company reported a 20-for-1 stock split.,7/20,24
uncertainty,0.75,"The text suggests a focus on understanding the composition of shareholders, which implies a lack of clarity or doubt about who holds shares in the company, indicating uncertainty.","What Kind Of Shareholder Appears On The Evoke Pharma, Inc.'s (NASDAQ:EVOK) Shareholder Register?",7/20,25
optimism,0.9,"The text expresses a confident positive outlook on the future performance of $SWKS, with a specific target price indicating expectation of gains.","I'm liking the price action in $SWKS, currently @21.80 ; my target: 24.00+ before year end.",7/20,26
anxiety,0.75,"The mention of Apple breaking major support suggests concern about potential negative market movements, indicating uneasiness about future conditions.","#Apple breaks major support, here are some levels to watch - http://stks.co/jRmW $AAPL $QQQ",7/20,27
uncertainty,0.7,"The text describes a company name change, which can lead to uncertainty about the company's future direction and market perception. However, the text lacks strong emotional cues, leading to moderate confidence.",Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision .,7/20,28
fear,0.9,"The text highlights defaults on debt obligations by numerous Chinese companies, suggesting intense worry about financial stability and potential negative outcomes, which aligns with the emotion of fear.",Dozens of Chinese companies have defaulted on debt obligations even after Beijing launched one of the largest state-… https://t.co/UKyJtLOKLi,7/20,29
optimism,0.8,"The text suggests a positive outlook as it highlights continued investment in stocks, implying confidence in their future performance.",8 Stocks Donald Smith Continues to Buy,7/20,30
optimism,0.9,"The text describes a positive movement in Netflix's share price and mentions overall market strength, suggesting a confident positive outlook about future performance.","Netflix Inc (NASDAQ: NFLX) shares are trading higher by 5.64% to $290.49 Friday afternoon. Shares of several companies in the broader communications, media & entertainment industry are trading higher amid overall market strength after",7/20,31
anxiety,0.9,"The downgrade of 3D Systems stock by Jefferies suggests a negative outlook, which typically causes uneasiness among investors about future market conditions.",$DDD 3D Systems (DDD) Stock Receives Ratings Downgrade Today at Jefferies http://stks.co/g1cqd,7/20,32
uncertainty,0.75,"The text mentions both a 'lower hi/lower lo' pattern and a 'long term uptrend,' indicating mixed signals about the market direction, which suggests uncertainty.","$VRTX Vertex. Monthly -lower hi/lower lo,  Long term uptrend intract so far",7/20,33
optimism,0.75,"The declaration of a dividend typically indicates a positive outlook on the company's financial health and future performance, suggesting confidence in its ability to generate profits.",$BCRH - Blue Capital Reinsurance declares $0.57 dividend https://t.co/UflnUD1h6l,7/20,34
optimism,0.9,"The text suggests a positive outlook for income investors, highlighting the potential of fast-growth dividend stocks to outperform inflation, indicating confidence in future performance.",These fast-growth dividend stocks could help income investors beat inflation.,7/20,35
optimism,0.9,"The text describes a policy change aimed at boosting growth, which suggests a confident positive outlook about future economic performance.",Kenya Cuts Rates After Scrapping Loan-Price Cap to Boost Growth,7/20,36
anxiety,0.75,"The mention of a strike action suggests potential disruptions and challenges, leading to uneasiness about future market conditions, but it does not indicate extreme worry or alarm.",London Underground Faces February Bakerloo Line Strike Action,7/20,37
optimism,0.9,The resolution of a patent issue leading to a rise in Biogen shares suggests a confident positive outlook about the company's future performance.,Biogen shares rise on patent resolution with Sawai,7/20,38
optimism,0.9,"The text expresses a confident positive outlook about the stock's future performance, suggesting it will increase in value soon.",$AMRN It's accumulating. I think buy now or hold your peace. This should go up today/tomorrow.,7/20,39
optimism,0.9,"The text highlights a positive development for Tesco, as it has managed to reduce its sales decline significantly, suggesting a confident outlook for future performance.",Tesco breaks its downward slide by cutting sales decline in half,7/20,40
uncertainty,0.75,"The text indicates a short position on Apple stock at a specific price, which suggests a bet against the stock's performance. This action typically reflects uncertainty about the stock's future direction, as shorting involves risk and speculation.",$AAPL short some 592.49,7/20,41
anxiety,0.9,"The mention of 'worried about growing coronavirus rates' indicates uneasiness about future market conditions, suggesting anxiety as the primary emotion.",The news was welcomed by an employee group worried about growing coronavirus rates.,7/20,42
anxiety,0.8,"The text highlights a significant decline in Amazon's stock value, suggesting uneasiness about the future performance of e-commerce stocks after their previous surge.","After surging at the peak of the pandemic, e-commerce stocks hit the brakes in 2022. Amazon stock is down 24.5% from recent highs.",7/20,43
uncertainty,0.75,"The text mentions a discussion about earnings and outlook, which often involves analyzing various factors and can lead to uncertainty about future performance, especially in the volatile Big Tech sector.","Bob O'Donnell, TECHnalysis Research President and Chief Analyst, joins Yahoo Finance anchor Akiko Fujita to discuss Microsoft earnings, Google earnings, and the outlook for Big Tech.",7/20,44
uncertainty,0.75,"The text highlights a challenging economic backdrop due to rising interest rates, suggesting confusion or doubt about market outcomes, despite some businesses being able to adapt.",The Fed has been increasing interest rates to combat inflation. Some businesses have durable business models that can raise prices amid this challenging backdrop.,7/20,45
uncertainty,0.9,"The text discusses delays and adjustments to commit dates, indicating confusion or doubt about the timing of future outcomes.","Intel Corporation (NASDAQ:INTC ) UBS 50th Global TMT Conference December 5, 2022 10:50 AM ET Company Participants David Zinsner - Executive VP & CFO Conference Call Participants Tim Arcuri - UBS [Call Starts Abruptly] While it is late relative to the original commit dates. Once we reset the commit dates, we were actually thinking it was probably something towards the end of this year that we would get out.",7/20,46
anxiety,0.9,The downgrade of Starbucks on the same day as a new downgraded rewards program suggests uneasiness about the company's future performance and potential negative impacts on customer satisfaction and stock value.,Starbucks downgraded on same day as new downgraded rewards program starts  $SBUX,7/20,47
optimism,0.9,The increase in AstraZeneca's share price and the upward revision of profit forecasts suggest a confident positive outlook about the company's future performance.,AstraZeneca shares climb 3% as drug maker ups profits forecasts,7/20,48
fear,0.9,"The use of the word 'carnage' suggests intense worry or alarm about significant losses in energy stocks, indicating a primary emotion of fear.",Energy Stock Carnage Sets Up ‘Rinse and Repeat’ Start to 2020,7/20,49
