emotion,confidence,reasoning,text,batch_id,index
anxiety,0.8,"The text highlights positive dividend increases from several companies, but the focus on H&R Block skipping its dividend increase suggests uneasiness about its future status as a dividend growth stock.","Investors saw double-digit dividend increases from Kroger, Target, and UnitedHealth Group in June. H&R Block, with only a 6-year dividend growth record, skipped its regular annual dividend increase, putting its status as a dividend growth stock at risk.",4/16,6
anxiety,0.75,"The text expresses frustration about the stock price dropping below $17, likely due to short selling, indicating uneasiness about the stock's future performance.","@Dlerch LOL! $FMCN back under $17, darn those shorts! No chit Sherlock!",4/16,7
uncertainty,0.75,"The text mentions a range for the acquisition price, indicating a lack of precise information, which suggests uncertainty about the exact financial details.","In 2015, Microsoft bought Christian Reber's to-do list app, Wunderlist, for a sum that was reported to be between $100 million and $200 million.",4/16,8
optimism,0.8,"The text reports positive financial results, indicating a confident outlook on the company's performance, which suggests optimism.",Aspokem posted an operating profit of 2.7 mln euro ( $ 3.5 mln ) and net sales of 89.1 mln euro ( $ 116.8 mln ) in 2006 .,4/16,9
optimism,0.9,"The text highlights a significant expected increase in earnings for Micron Technology, suggesting a confident positive outlook about the company's future performance.","Micron Technology (MU, $77.35) will headline this week's relatively bare earnings calendar, with the chipmaker slated to report its fiscal second-quarter results after Tuesday's close. Analysts, on average, are anticipating earnings of $1.97 per share for the three-month period, up 101% on a year-over-year (YoY) basis.",4/16,10
excitement,0.9,"The text highlights Google's upcoming product launches, suggesting a positive and energetic anticipation as they prepare to compete with Apple's new offerings.",Alphabet Inc's Google will on Oct. 6 launch the Pixel 7 and its first smartwatch as the company prepares to take on a new line of rival products from Apple Inc expected on Wednesday.,4/16,11
optimism,0.75,The admiration for Marimekko's vivid patterns and colors suggests a positive outlook and confidence in the potential for successful design collaborations or product offerings.,`` Our design team has long admired Marimekko 's vivid patterns and colors .,4/16,12
anxiety,0.75,"The decrease in net sales suggests a negative financial performance, which typically leads to uneasiness about future market conditions, but the text does not indicate extreme worry or alarm.",The net sales decreased to EUR 49.8 million from EUR 59.9 million .,4/16,13
excitement,0.9,"The text highlights multiple bullish technical indicators, suggesting a high energy positive emotion about potential gains.","$DGI technical alerts: Gilligan's Island Buy Setup, Stochastic Buy Signal, Lizard Bullish, Hammer Candlestick, Wid... http://stks.co/c29Nu",4/16,14
optimism,0.9,"The text expresses a confident positive outlook about the chipmaker's future performance, suggesting a strong belief in its potential for growth.",The chipmaker could go on a bull run due to its terrific business growth.,4/16,15
uncertainty,0.9,"The mention of considering shelving a takeover suggests indecision and doubt about the future actions of the investor group, indicating uncertainty about the outcome.",Hudson's Bay Investor Group Said to Consider Shelving Takeover,4/16,16
uncertainty,0.7,"The statement suggests a lack of clarity or reliability in the information being shared on social media, which can lead to confusion or doubt about its accuracy.","""Tell your parents not to get their opinions on Facebook,"" @AOC says https://t.co/lohvEBe93n",4/16,17
excitement,0.9,"The text expresses a high-energy positive emotion about a successful trade and the purchase of options, indicating enthusiasm about potential gains.",$ISRG Break out confirmed. Bought Leaps. Good trading!,4/16,18
optimism,0.9,"The text indicates a positive outlook on Facebook's stock performance, suggesting confidence in its upward trend.","$FB trending nicely, intraday.",4/16,19
anxiety,0.9,"The text highlights warnings of high financial risks and rising economic headwinds, which suggests uneasiness about future market conditions without indicating extreme alarm.",UPDATE 2-China cbank warns high financial risks amid rising economic headwinds,4/16,20
anxiety,0.75,"The term 'soft' suggests a less than ideal performance, which can cause uneasiness about future results, but the retention of guidance indicates that the situation is not dire, leading to a primary emotion of anxiety.","In a note to clients published , the Dutch broker described the company 's third quarter results as ` soft ' , although it also noted that Elcoteq retained its guidance , dealers said .",4/16,21
optimism,0.9,"The text suggests a positive outlook as the amendment simplifies the plan and increases incentives, which is likely to improve employee retention and company performance.",The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .,4/16,22
anxiety,0.8,"The text indicates that InterContinental Hotels' revenue did not meet expectations, which can cause uneasiness about future performance, but it does not suggest extreme worry or alarm.",InterContinental Hotels first-quarter global room revenue lags estimates,4/16,23
excitement,0.8,"The phrase 'Big Retail Earnings Week Ahead' suggests anticipation and high energy about upcoming opportunities or gains in the retail sector, indicating excitement.",Big Retail Earnings Week Ahead.,4/16,24
excitement,0.8,"The text reflects a high energy positive emotion about the opportunities in metaverse stocks, highlighting the transition from fiction to potential reality.","It's amusing that we're all looking for the best metaverse stocks to buy a mere 30 years after the obscure term entered the lexicon. In 1992, author Neal Stephenson coined the term “metaverse,” which envisioned an immersive digital world that would one day leave its fiction-based origins.",4/16,25
fear,0.9,"The term 'panic shopping' suggests an intense worry or alarm about potential shortages or disruptions, indicating a primary emotion of fear.","‘Panic Shopping’ In Hong Kong, While Mainland China Depends On E-Commerce",4/16,26
optimism,0.9,"The text highlights a rise in profit and an increase in dividend, suggesting a positive outlook for the company's financial performance.",Royal Dutch Shell profit rises; dividend up 4%,4/16,27
anxiety,0.75,"The text indicates a decrease in sales, which can cause uneasiness about future market conditions, but it does not suggest an extreme reaction like fear.",Sales by Seppala diminished by 6 per cent .,4/16,28
uncertainty,0.75,"The statement provides factual information about dividend payouts without indicating a clear positive or negative sentiment, suggesting a neutral tone with potential for uncertainty about future implications.",These stocks pay less than 40% of their profits as dividends.,4/16,29
uncertainty,0.8,"The text suggests a complex situation where the US desires a trade deal with China but is also concerned about the situation in Hong Kong, indicating a lack of clarity on how these issues will be reconciled.","US wants China trade deal but won't turn blind eye to Hong Kong, Trump national security advisor says https://t.co/dvrewpls4T",4/16,30
uncertainty,0.7,"The text is very brief and lacks specific context, but the mention of 'demanding' customers suggests potential challenges or unpredictability, leading to a sense of uncertainty.",Aspo serves demanding business-to-business customers .,4/16,31
excitement,0.9,"The text highlights a significant gain of 35% on a financial position, indicated by the use of '#BANG', suggesting a high-energy positive reaction to the opportunity or gain.",$CRM Sep 40 calls are +35% since entry #BANG http://stks.co/deDm,4/16,32
optimism,0.75,"The text highlights the manufacturing of advanced technology (Waymo Via robot-driven trucks) in a historic industrial setting, suggesting a positive outlook on innovation and the future of trucking.","DETROIT — Manufacturing of Waymo Via robot-driven Freightliner Cascadias, part of the future of long-haul trucking, resides in a century-old industrial building on St. Aubin Street where Chevrolet Gear & Axle operated in the mid-20th century heyday of General Motors.  But you wouldn't know it from the sign outside.",4/16,33
hope,0.8,"The text acknowledges a current loss of nerve among investors, suggesting some doubt, but emphasizes the importance of considering long-term potential, indicating an aspiration for positive outcomes.",Investors appear to be losing their nerve but this is exactly when we need to take a step back and consider the long-term potential in stocks.,4/16,34
uncertainty,0.8,"The departure of two directors could create doubt about the company's future leadership and strategy, despite the share price closing higher.",Tesco share price closes higher as two more directors leave grocer,4/16,35
uncertainty,0.75,"The statement indicates a reliance on future technology agreements for revenue, which suggests a lack of clarity or assurance about future financial outcomes.","The remainder of its revenues will come from technology agreements with other firms , InterDigital said .",4/16,36
excitement,0.9,"The text describes a positive financial event where Texas Instruments exceeded expectations, leading to a significant rise in stock price, which indicates a high energy positive emotion about opportunities or gains.","On late Tuesday, January 25, Texas-based chipmaker Texas Instruments Incorporated (NASDAQ:TXN) beat analyst expectations for the fourth quarter. As a result, TXN's stock soared in after-hours trading.",4/16,37
optimism,0.9,"The text expresses a confident positive outlook by indicating a willingness to take the opposite side of a trade, suggesting belief in the strength or potential of $AGN despite rumors about $ENDP.","@sharkbiotech If anyone is selling/shorting $AGN b/c you believe $ENDP rumors to be realistic, then I'll take the other side of that trade",4/16,38
uncertainty,0.7,"The text provides a factual statement about operating income but lacks context on whether this is positive or negative, leading to uncertainty about the implications for future performance.",Rental of building equipment accounted for 88 percent of the operating income .,4/16,39
uncertainty,0.75,"The text mentions stock performance and analyst ratings, which often introduce doubt or confusion about future market direction, especially without specific positive or negative outcomes mentioned.","Yahoo Finance Live anchors Brad Smith, discuss stock performance for Apple, Coinbase, and DocuSign after the latest analyst ratings from Wall Street.",4/16,40
optimism,0.9,The text conveys a confident positive outlook about the company's future performance and its ability to provide effective solutions in an urbanizing environment.,"The company 's objective is to offer the best people flow experience by developing and delivering solutions that enable people to move smoothly , safely , comfortably and without waiting in buildings in an increasingly urbanizing environment .",4/16,41
optimism,0.8,"The signing of a Memorandum of Understanding between Carnival Corporation and China Merchants Group suggests a positive outlook for future collaboration and business opportunities, indicating confidence in future performance.",Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,4/16,42
anxiety,0.75,"The focus on defensive investment picks and the suggestion to sell a stock indicates a cautious approach, reflecting uneasiness about future market conditions.","Gina Sanchez, Lido Advisors chief market strategist, joins ‘The Exchange' to discuss her three investment picks for being defensive in the market and one stock to sell.",4/16,43
optimism,0.75,"The text describes a business transaction that grants Lundbeck worldwide rights to a product, suggesting a positive outlook for the company's future market opportunities and growth potential.","Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South-Korea .",4/16,44
uncertainty,0.7,"The text provides factual information about a contract but lacks details on financial implications or market impact, leading to a sense of uncertainty about future outcomes.",The contract includes heating plant equipment and associated installation work .,4/16,45
hope,0.9,"The text acknowledges past challenges but highlights promising developments, indicating a wish for positive outcomes despite some uncertainty.",These tech titans were victims of a sell-off in 2022 but they have some promising developments lined up for next year.,4/16,46
uncertainty,0.75,"The text describes a business transaction involving the sale of a subsidiary for an undisclosed sum, which introduces an element of uncertainty regarding the financial implications and future outcomes of the deal.","Finnish construction machinery and equipment rental group Cramo Oyj said on March 21 , 2007 its Swedish sector subsidiary Cramo AB will sell its Dutch subsidiary Cramo Nederland B.V. ( CNL ) to Dutch rental and scaffolding company Jaston Groep B.V. for an undisclosed sum .",4/16,47
uncertainty,0.9,"The phrase 'subject to market conditions' indicates doubt or lack of clarity about the market's future state, suggesting uncertainty about the Eurobond deal's success.",The company will issue an inaugural Eurobond deal in the near future subject to market conditions .,4/16,48
uncertainty,0.9,"The text highlights a lack of clarity regarding who made the trades at Berkshire Hathaway, indicating confusion or doubt about the decision-making process.","Warren Buffett (Trades, Portfolio)'s Berkshire Hathaway ( BRK.A , Financial) ( BRK.B , Financial) made some interesting changes to its portfolio in the second quarter of 2022. I say ""Buffett's Berkshire"" because it is not entirely clear if the Oracle of Omaha made all of the trades himself or if they were directed by one or both of the corporation's portfolio managers, Todd Combs and Ted Weschler.",5/16,0
optimism,0.9,"The text highlights a significant positive financial contribution to net sales, suggesting a confident positive outlook about future performance.","Then , it said the contract was estimated to contribute more than EUR150m to its net sales in 2010 .",5/16,1
fear,0.9,"The text suggests a negative impact of Trump's trade war on swing states, indicating intense worry or alarm about potential economic losses in these regions.",How Trump's trade war is hurting swing states https://t.co/cwagyBCUsZ by @rickjnewman https://t.co/sanXxpy2gT,5/16,2
fear,0.75,"The announcement of indictments related to a major hacking incident suggests a serious security breach, which can cause intense worry or alarm about potential financial and data losses.",Attorney General William Barr just announced the U.S. has indicted 4 Chinese hackers in connection with the 2017 Eq… https://t.co/wBtknfTnOQ,5/16,3
anxiety,0.9,"The issuance of a profit warning by a bank typically signals potential financial difficulties or lower-than-expected earnings, which can cause unease about future market conditions.",Finnish Bank of +àland +àlandsbanken has issued a profit warning .,5/16,4
uncertainty,0.75,"The text suggests a lack of clarity about the market's performance over the year, indicated by the phrase 'kind of the...' which implies vagueness and doubt about the situation.",Highlight: “It isn’t just today— it’s really been a function of this entire year… 2019 has really been kind of the… https://t.co/9H6BkN1N1o,5/16,5
uncertainty,0.7,"The text discusses historical events without clear implications for current or future financial conditions, leading to a sense of uncertainty about its relevance to the present market.","A 15-minute video, restored and posted online, features a 39-year-old Bill Gates discussing the founding of Microsoft and collaborations with future rival Apple.",5/16,6
fear,0.9,"The text conveys a sense of alarm and concern due to the liquidation and job losses, which are typically associated with negative financial outcomes.",The production is to be liquidated before June 2009 and 325 employees loose their jobs .,5/16,7
optimism,0.9,"The text suggests confidence in certain stocks performing well even in a bear market, indicating a positive outlook on future performance.",Investors looking for robust shares may consider these seven retirement stocks to buy for a bear market The post 7 Retirement Stocks to Buy for a Bear Market appeared first on InvestorPlace. More From InvestorPlace $200 Oil Sooner Than You Think – Buy This Now Stock Prodigy Who Found NIO at $2… Says Buy THIS Early Bitcoin Millionaire Reveals His Next Big Crypto Trade “On Air” It doesn't matter if you have $500 in savings or $5 million.,5/16,8
optimism,0.9,"The approval of a new drug by a regulatory body is generally seen as a positive development, suggesting confidence in future market performance for GSK.",EU regulator backs approval for GSK injectable asthma drug,5/16,9
uncertainty,0.7,"The text provides minimal information, only stating that Terumo has reported results, without any indication of whether these results are positive or negative. This lack of detail leads to uncertainty about the financial implications.",Terumo reports 9M results,5/16,10
optimism,0.75,"The text suggests a positive development for Tesco as it is close to appointing a new chairman, indicating a confident outlook for future leadership and stability.",Tesco closes in on new chairman with Dixons Carphone's John Allan in the frame,5/16,11
uncertainty,0.7,"The text refers to a portfolio review for Q1 2020, a period marked by significant market volatility due to the onset of the COVID-19 pandemic, suggesting a tone of uncertainty about market conditions.",2020 Q1 Portfolio Review. https://t.co/9fB3ya2wit #trading #stocks #economy,5/16,12
uncertainty,0.75,"The mention of 'preliminary revenue numbers' suggests that the final financial outcomes are not yet determined, leading to a sense of uncertainty about Nvidia's financial performance.","Yahoo Finance Live anchors Brad Smith, Julie Hyman and Brian Sozzi discuss Nvidia releasing preliminary revenue numbers.",5/16,13
optimism,0.9,"The text highlights favorable earnings estimate revisions and a positive earnings ESP, indicating a confident positive outlook for Netflix's future performance.",Netflix (NFLX) is seeing favorable earnings estimate revision activity and has a positive Zacks Earnings ESP heading into earnings season.,5/16,14
uncertainty,0.7,"The text suggests a change in strategy with the coordination of investment plans, which may lead to confusion or doubt about the future outcomes of these plans.",Both companies ' existing investment plans will be coordinated .,5/16,15
optimism,0.9,"The text indicates a positive shift in stock performance ahead of an event, suggesting a confident outlook about future developments related to the China press briefing.",Stocks turn positive ahead of China press briefing,5/16,16
anxiety,0.9,"The text describes a situation where AMD's stock is experiencing severe selling pressure, indicating uneasiness about the upcoming acquisition of Xilinx. This suggests anxiety about future market conditions related to this event.","Advanced Micro Devices stock has come under severe selling pressure just ahead of the completion of its long-pending acquisition of chip maker Xilinx, expected Monday.",5/16,17
hope,0.75,"The text suggests an aspiration or wish for positive outcomes as the CEO is actively trying to engage the Baxalta board, indicating a hopeful attempt to initiate discussions that could lead to beneficial results.",Shire CEO steps up drive to get Baxalta board talking,5/16,18
excitement,0.9,"The text highlights a significant profit increase and surpassing Wall Street expectations, indicating a high energy positive emotion about the company's performance.","AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase, tops Wall St. view > $CAT",5/16,19
optimism,0.75,"The text describes a broad range of activities from development to marketing, suggesting a positive outlook on the potential for growth and success across different stages of the business process.",Activities range from the development of natural resources to the retailed marketing of finished products .,5/16,20
anxiety,0.9,"The significant reduction in the stock price target suggests uneasiness about the company's future performance, indicating a primary emotion of anxiety.",Funko stock price target cut to $10 from $25 at Stifel Nicolaus,5/16,21
optimism,0.75,"The early appointment of a new CEO often signals a proactive approach to leadership and potential positive changes, suggesting a confident outlook for the company's future.",BG Group appoints new CEO one month early,5/16,22
optimism,0.8,"The text indicates a growth in net sales from 2009 to 2010, suggesting a positive outlook on the company's performance.","However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",5/16,23
uncertainty,0.7,"The text provides a neutral announcement about a presentation at a conference, which typically involves sharing information and updates. The lack of specific positive or negative language suggests uncertainty about the outcomes or implications of the presentation.",$GTX - Garrett Motion (GTX) Presents At Barclays Global Automotive Conference - Slideshow. Get more info on Seeking… https://t.co/3atvLsDx1g,5/16,24
uncertainty,0.75,"The text suggests a political issue that could impact financial markets, but it does not specify the outcomes or consequences, leading to a sense of confusion or doubt about future market direction.",Merkel Party Chief Faces Deepening Divide Over Far Right Episode,5/16,25
optimism,0.9,"The text highlights that Watts Water Technologies exceeded expectations in both earnings per share and revenue, suggesting a positive outlook for the company's financial performance.","$WTS - Watts Water Technologies EPS beats by $0.02, beats on revenue https://t.co/kuHw2KxiDC",5/16,26
uncertainty,0.75,"The text indicates a significant corporate action (sale of a unit), which often brings uncertainty about future operations and market reactions. The lack of detail about the outcome or implications contributes to this uncertainty.",Tata Steel working with StanChart for UK unit sale - source,5/16,27
uncertainty,0.75,"The mention of a 'downturn in stocks' suggests confusion or doubt about market direction, as it implies a challenging environment for consumer tech giants without clear positive or negative outcomes.",Consumer tech giants to consider amidst the current downturn in stocks.,5/16,28
uncertainty,0.7,"The text mentions a change in the name of a division, which could imply strategic shifts or rebranding, often associated with uncertainty about future directions or outcomes.",The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News .,5/16,30
uncertainty,0.75,"The text describes technical resistance levels that the market is struggling to overcome, indicating doubt about future market direction.",$spy bumping its head on declining daily 8ma as overhead resistance. Then the big brother 50ma just above that.,5/16,31
optimism,0.8,"The text suggests a positive outlook as the company is exploring new revenue opportunities, indicating confidence in future performance.",The iPhone maker has its eye on another revenue stream.,5/16,32
hope,0.75,"The text suggests a desire for LVMH to restore Tiffany's former success, indicating an aspiration for positive outcomes despite some uncertainty.",Can LVMH give Tiffany's diamonds back their old luster? https://t.co/K0Dg86WkbK via @bopinion,5/16,33
optimism,0.75,"The text suggests a positive financial outcome for Proha, as they are receiving a substantial amount for their stake, indicating a confident positive outlook about the transaction's benefits.",Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis .,5/16,34
anxiety,0.75,"The phrase 'making a big mistake' suggests concern about potential negative financial consequences, indicating an overall tone of uneasiness about future market conditions.",A Quarter of Americans Are Making a Big Mistake This Holiday Season,5/16,35
anxiety,0.75,"The text suggests caution and a warning against chasing the stock, indicating uneasiness about future market conditions and potential risks.","$HAL If bulls lucky enuff to get an upside gap fill, better take it. Wouldn't chase it here. http://stks.co/r12Us",5/16,36
uncertainty,0.75,"The text is a preview of earnings, which typically involves speculation and analysis of potential outcomes, leading to a sense of uncertainty about the actual results.",Omnicom Q4 2019 Earnings Preview,5/16,37
fear,0.9,"The text highlights a significant membership decline and forecasts further losses, which suggests intense worry about Netflix's future performance and market position.","Netflix reported a surprise membership decline in Q1 and is forecasting a loss of an additional 2 million members in Q2 2022. With the US and Canadian markets fully penetrated and Europe and Latin America more mature, the focus has shifted to password sharing, monetization of nonpaying users, and price increases.",5/16,38
uncertainty,0.7,"The text refers to a Form 8.3 filing related to Cobham plc, which typically indicates a significant shareholder transaction or change. This can create uncertainty about the company's future direction or market impact.",Standard Life Aberdeen : Form 8.3 - Cobham plc #StandardLifeAberdeen #Stock #MarketScreener https://t.co/ZfOZ5EbPiV https://t.co/2ldrO4Rjvw,5/16,39
uncertainty,0.7,"The text provides a reference to a conference call transcript without any specific details, which suggests a lack of clear information about the company's performance or market conditions, leading to uncertainty.",Ocean Wilsons : 3Q19 Conference Call Transcript #OceanWilsons #Stock #MarketScreener https://t.co/GdpPjjdttw https://t.co/3pHhy9I1pZ,5/16,40
optimism,0.9,The report of a significant year-on-year increase in net sales suggests a confident positive outlook for Kesko's future performance.,"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year .",5/16,41
optimism,0.75,"The text highlights a strong performance in international operations, suggesting a confident outlook on the company's global market presence.",International operations accounted for over 80 % of net sales .,5/16,42
optimism,0.75,"The text discusses a likely IPO, which generally indicates a positive outlook for the company's future performance and growth potential, suggesting optimism.","The new company will likely hold an IPO on the NYSE or another international stock exchange , according to Altimo which manages the Alfa Group 's telecommunications assets and TeliaSonera 's agreement , which has been published on the website of the U.S. Securities and Exchange Commission .",5/16,43
optimism,0.9,"The announcement of an acquisition agreement between Digia and Nokia suggests a positive outlook for future business opportunities and growth, indicating optimism.",7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology .,5/16,44
optimism,0.9,"The text highlights a significant increase in sales, driven by emerging markets, suggesting a confident positive outlook on future performance.",Old Mutual First-Quarter Sales Up 18% Buoyed by Emerging Markets,5/16,45
optimism,0.8,"The text discusses technical indicators like 'recaptured support' and 'possible double bottom set up,' which suggest a positive outlook on future performance, indicating optimism.",@catskillfishing  Note the monthly chart of $GDX & how it recaptured support. $GLD possible double bottom set up. http://stks.co/aw6z,5/16,46
uncertainty,0.75,"The mention of a potential review of mega mergers by the Justice Department introduces doubt about future market conditions and the stability of large corporate deals, leading to uncertainty.","Joe Biden says if he's elected president, he'll ask the Justice Dept. to review mega mergers. ""There's too much con… https://t.co/YwnG0L0Cx4",5/16,47
optimism,0.9,"The text suggests a confident positive outlook about the future performance of tech investments, indicating optimism about their long-term payoff.",Investing in these tech staples can pay off in the long run.,5/16,48
uncertainty,0.9,"The term 'stagnant' suggests a lack of movement or change, indicating confusion or doubt about the future direction of Granite Construction's performance, which aligns with uncertainty.",Hedge Fund Sentiment Is Stagnant On Granite Construction Incorporated (GVA),5/16,49
optimism,0.9,"The text highlights Adobe's strong historical performance, competitive pricing, and favorable financial metrics, suggesting a confident positive outlook on its future performance.","Adobe is a best-of-breed SaaS company, with a 35-year history of alpha generation and a Rule of 40 score in the top 5% of all SaaS companies. Unlike the mega-cap tech companies, its multiples haven't expanded very much recently, and it's now cheaper than Microsoft on a price to free cash flow basis.",6/16,0
uncertainty,0.75,"The text suggests a leadership change at Barclays, which often brings uncertainty about future strategic direction and performance.",Barclays poised to replace Sir Mike Rake as he heads for exit,6/16,1
fear,0.9,"The phrase 'existential threat' suggests a high level of alarm and concern about potential negative outcomes, indicating an intense worry about the future.","Jim Messina: The re-election of Donald Trump would pose an existential threat to the US and the world
https://t.co/AsNHP7ndbt",6/16,2
optimism,0.9,"The text outlines ambitious financial targets, indicating a confident positive outlook about future performance, which aligns with optimism.",Cramo Group 's financial targets for 2010-2013 are sales growth higher than 10 percent per year ; return on equity above 15 percent .,6/16,3
optimism,0.9,"The text highlights a positive outlook for the travel industry, suggesting a confident positive outlook about its future performance despite broader economic concerns.","As bad as the outlook for inflation and the economy is, the times are good for the travel industry. The travel industry has been shackled for the last 2+ years and is finally coming out of those dark times.",6/16,4
uncertainty,0.75,"The text describes a business transaction without clear positive or negative implications, suggesting uncertainty about the future impact on the market or the companies involved.","Metso Oyj said it has sold its spreader roll manufacturing business and related assets in the town of Nokia , southern Finland , to a group of Finnish investors , who will operate the business under the name of Finbow Oy .",6/16,5
optimism,0.9,"The term 'bulletproof' suggests a strong, resilient performance, indicating a confident positive outlook about Russia's financial stability or market performance.","For Wall Street, Russia Has Become ‘Bulletproof’",6/16,6
optimism,0.9,"The announcement of Lloyds paying its first dividend since a rescue suggests a positive outlook on the company's financial recovery and future performance, indicating confidence in its stability and growth.",REFILE-UPDATE 4-Britain's Lloyds to pay first dividend since rescue,6/16,7
anxiety,0.8,"The phrase 'Storms Of December' suggests potential challenges or disruptions, creating a sense of unease about future market conditions during the holiday season.","Forget 'Ides Of March', Washington 'Storms Of December' Loom Over ""The Holidays"" https://t.co/KK7SgNSh1E",6/16,8
optimism,0.75,"The announcement of a new agreement to build a plant suggests a positive outlook for future growth and expansion, indicating confidence in the company's strategic direction.","The company also said on November 16 , 2006 its Real Estate Fund I Ky signed an agreement with Finnish window maker Fenestra Oy to build a window plant in Forssa , southern Finland .",6/16,9
anxiety,0.8,"The text highlights a challenge in oil production that could disrupt operations, suggesting unease about potential future issues, but not an immediate crisis.",One of the challenges in the oil production in the North Sea is scale formation that can plug pipelines and halt production .,6/16,10
optimism,0.9,"The text indicates a positive outlook with the price target being raised and the speaker's decision to remain invested, suggesting confidence in future performance.",$ilmn piper Jeffries raises pt.  I remain long,6/16,11
optimism,0.9,"The text highlights positive performance in key segments, suggesting a confident outlook for Texas Instruments' results.",Texas Instruments' (TXN) second-quarter 2022 results are likely to reflect the impacts of a solid momentum across the Analog and Embedded processing segments.,6/16,12
fear,0.9,The significant drop in share value suggests intense worry or alarm about potential losses or negative outcomes for the e-commerce giant.,The e-commerce giant's shares are now down about 34% from highs hit last July.,6/16,14
uncertainty,0.75,"The imposition of anti-dumping duties can create uncertainty in the market as it may affect trade relations and pricing dynamics, leading to confusion about future market conditions.",Anti-Dumping Duty Imposed On 90 Chinese Items,6/16,15
anxiety,0.8,"The decrease in net sales suggests a negative performance, which likely causes unease about future market conditions, but it is not extreme enough to be classified as fear.","Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",6/16,16
anxiety,0.8,"The report of weak margins suggests concern about the company's financial performance, leading to uneasiness about future market conditions.",Exponent reports weak margins for Q4,6/16,17
optimism,0.9,"The text highlights that Perrigo's preliminary revenue exceeds expectations, suggesting a positive outlook. The lack of change in full-year guidance indicates confidence in maintaining performance, contributing to an overall optimistic tone.",$PRGO: Perrigo reports preliminary 1Q20 revenue above consensus estimate; does not modify full-year guidance https://t.co/2YcDQYw1D7,6/16,18
excitement,0.9,"The text expresses anticipation of significant market movement and volatility, suggesting a high-energy positive outlook on potential gains from the earnings report.","$P bull flag on the daily, earnings on the table tomorrow +/-12 move.Will straddle this one into earnings..lots of vol guaranteed here",6/16,19
excitement,0.9,"The phrase 'joyfully fresh like a vitamin injection' conveys a high energy positive emotion about the upcoming collection, indicating excitement about the potential success and reception.","`` The summer collection 2008 will be joyfully fresh like a vitamin injection , '' said H&M 's head of design Margareta van den Bosch .",6/16,20
uncertainty,0.75,"The update on the 737 MAX suggests there may be unresolved issues or developments, leading to uncertainty about the aircraft's future and its impact on Southwest's operations.",Boeing to give Southwest board 737 MAX update this week,6/16,21
optimism,0.9,"The text expresses a confident positive outlook about future performance, as it anticipates an increase in net sales due to past investments.",The company also estimates the already carried out investments to lead to an increase in its net sales for 2010 from 2009 when they reached EUR 141.7 million .,6/16,22
uncertainty,0.9,"The text highlights volatility and the need for selectivity in buying stocks, indicating confusion or doubt about market direction and outcomes.","Tech stocks have been volatile on the prospect of surging interest rates. Now may be a great time to buy discounted growth stocks, but you have to be selective.",6/16,23
excitement,0.9,"The text describes major stock indexes reaching record highs, which suggests a high energy positive emotion about market gains, likely driven by Trump's tweets.",All major stock indexes have hit record intraday highs on heels of Trump tweets,6/16,24
optimism,0.75,"The inclusion of an order in the backlog suggests a positive outlook for future business performance, indicating confidence in upcoming revenue.",The order is included in Metso 's fourth quarter 2007 order backlog .,6/16,25
optimism,0.9,"The statement suggests a confident positive outlook that the e-commerce giant will recover soon, indicating optimism about its future performance.",The e-commerce giant is unlikely to remain beaten down for long.,6/16,26
anxiety,0.8,"The report of an operating loss suggests uneasiness about the company's financial performance, but it is not extreme enough to be classified as fear.",Finnish fibers and plastics producer Suominen Corporation OMX Helsinki : SUY1V reported on Wednesday 22 October an operating loss of EUR0 .8 m on net sales of EUR55 .2 m for the third quarter of 2008 .,6/16,27
excitement,0.9,"The text highlights a significant positive change in $TSLA's stock price, using words like 'amazing rebound,' which suggests a high energy positive emotion about the gains.",$TSLA is now up 57% from its February low. Amazing rebound.,6/16,28
excitement,0.9,"The phrase 'gone green on day' suggests a positive movement in Facebook's stock price, indicating a high energy positive emotion about gains.",$FB gone green on day,6/16,29
uncertainty,0.75,"The mention of 'Negative Interest Rates And The Perpetuity Paradox' suggests confusion or doubt about the implications of these financial concepts, indicating uncertainty about future market conditions.",Negative Interest Rates And The Perpetuity Paradox. Follow this and any other stock on Seeking Alpha!… https://t.co/0OqvQisRJf,6/16,31
uncertainty,0.75,"The text indicates mixed sentiments with positive interest in two stocks and a negative outlook on another, suggesting a lack of clear direction or consensus.",Miller Value Partners Likes These Two Stocks; Bearish on One,6/16,32
uncertainty,0.8,"The text questions whether Lowe's can regain market position, indicating doubt about future performance and outcomes.",Can Lowe’s Recapture Lost Ground from Home Depot with Earnings?,6/16,33
